-0.18	294.989807129
-0.179	295.439683832
-0.178	296.797764582
-0.177	299.067478344
-0.176	302.253296447
-0.175	306.364489077
-0.174	311.412187334
-0.173	317.420048179
-0.172	324.397652955
-0.171	332.371954928
-0.17	341.369215114
-0.169	351.406194863
-0.168	362.519727284
-0.167	374.753127396
-0.166	388.125127737
-0.165	402.696456876
-0.164	418.500574491
-0.163	435.574506734
-0.162	454.006716283
-0.161	473.810279997
-0.16	495.076521785
-0.159	517.8713888
-0.158	542.232831679
-0.157	568.268523344
-0.156	596.051802463
-0.155	625.641137376
-0.154	657.175442765
-0.153	690.71129819
-0.152	726.348685656
-0.151	764.252432701
-0.15	804.484482792
-0.149	847.15284169
-0.148	892.466605903
-0.147	940.470092413
-0.146	991.378097901
-0.145	1045.35094726
-0.144	1102.46801159
-0.143	1163.02777122
-0.142	1227.13532593
-0.141	1294.95475884
-0.14	1366.83236788
-0.139	1442.8374166
-0.138	1523.26452432
-0.137	1608.43706935
-0.136	1698.46894669
-0.135	1793.70513862
-0.134	1894.51677206
-0.133	2001.02838077
-0.132	2113.75313756
-0.131	2232.97617821
-0.13	2358.93154303
-0.129	2492.27386408
-0.128	2633.14948232
-0.127	2782.08876017
-0.126	2939.7061685
-0.125	3106.14237826
-0.124	3282.19011163
-0.123	3468.43324928
-0.122	3665.11137857
-0.121	3873.10479387
-0.12	4093.10547306
-0.119	4325.379836
-0.118	4571.15834902
-0.117	4830.95910376
-0.116	5105.31730853
-0.115	5395.6815261
-0.114	5702.43449348
-0.113	6026.49375236
-0.112	6369.48399365
-0.111	6731.6769146
-0.11	7114.45228238
-0.109	7519.53146302
-0.108	7947.15289757
-0.107	8399.3215095
-0.106	8877.70917131
-0.105	9382.93596655
-0.104	9916.74429434
-0.103	10481.6824006
-0.102	11078.2120562
-0.101	11708.8118422
-0.1	12375.9663572
-0.099	13080.288955
-0.098	13825.3944749
-0.097	14613.2158865
-0.096	15445.1205247
-0.095	16325.1818242
-0.094	17255.6804991
-0.093	18238.2362838
-0.092	19278.0417891
-0.091	20377.2324338
-0.09	21537.8952191
-0.089	22766.5129389
